id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,heure_supplementaires,augmentation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,score_revenu,score_environnement_travail,score_mobilite_externe,score_mobilite_interne,score_equilibre_pro_perso
657,20,F,2836,Celibataire,Consulting,Assistant de Direction,1,1,1,0,4,2,1,2,4,4,Non,13,Non,0,0,1,3,Infra & Cloud,Occasionnel,0,0,40.89,70.0,100.0,0.0,87.5
659,42,F,4089,Marie(e),Consulting,Manager,1,10,10,2,3,3,2,4,2,3,Non,13,Non,2,4,2,4,Infra & Cloud,Occasionnel,2,2,38.67,61.18,100.0,20.0,78.27
661,43,M,16627,Divorce(e),Consulting,Directeur Technique,4,21,1,0,2,2,4,4,3,2,Oui,14,Non,1,3,6,4,Autre,Occasionnel,0,0,67.21,60.0,4.76,0.0,41.37
662,38,F,2619,Celibataire,Consulting,Assistant de Direction,3,8,0,0,3,3,1,1,4,2,Non,17,Non,0,3,1,1,Infra & Cloud,Occasionnel,0,0,49.94,50.0,0.0,0.0,70.83
663,43,M,5679,Divorce(e),Consulting,Consultant,3,10,8,7,4,3,2,3,2,3,Oui,13,Non,1,3,9,5,Transformation Digitale,Frequent,4,7,37.03,64.12,80.0,87.5,34.52
664,48,F,15402,Marie(e),Consulting,Senior Manager,7,21,3,2,4,2,4,1,1,1,Non,11,Non,1,3,1,4,Infra & Cloud,Occasionnel,0,2,58.01,31.18,14.29,66.67,62.5
665,44,F,5985,Celibataire,Ressources Humaines,Ressources Humaines,4,10,2,2,1,2,2,3,2,4,Non,11,Non,0,1,1,4,Infra & Cloud,Occasionnel,0,2,41.65,31.18,20.0,100.0,87.5
666,34,F,2579,Divorce(e),Commercial,Representant Commercial,1,8,8,2,3,3,1,3,4,3,Oui,18,Non,2,3,14,3,Entrepreunariat,Occasionnel,0,6,52.23,73.53,100.0,25.0,42.56
667,27,M,3041,Divorce(e),Commercial,Representant Commercial,0,5,4,3,3,3,1,1,2,3,Non,11,Oui,1,3,2,1,Marketing,Occasionnel,0,2,36.53,31.18,80.0,75.0,78.27
669,21,M,3447,Celibataire,Commercial,Representant Commercial,1,3,3,2,3,3,1,3,3,3,Non,11,Non,0,2,22,1,Entrepreunariat,Occasionnel,1,2,35.04,61.18,100.0,66.67,60.42
671,44,M,19513,Marie(e),Consulting,Senior Manager,4,26,2,2,4,3,5,4,1,4,Oui,12,Non,1,2,3,4,Autre,Occasionnel,0,1,67.51,60.59,7.69,100.0,60.71
675,22,M,2773,Marie(e),Consulting,Assistant de Direction,0,3,2,2,1,3,1,3,4,3,Non,20,Non,0,3,6,1,Transformation Digitale,Occasionnel,2,2,52.88,51.18,66.67,100.0,74.7
677,33,M,7104,Divorce(e),Commercial,Cadre Commercial,0,6,5,0,3,3,2,3,4,3,Non,12,Non,0,3,8,4,Marketing,Occasionnel,1,2,43.75,71.18,83.33,0.0,72.92
679,32,F,6322,Marie(e),Consulting,Assistant de Direction,1,6,6,4,1,3,2,4,4,2,Oui,12,Non,1,2,9,4,Infra & Cloud,Occasionnel,0,5,44.59,62.94,100.0,66.67,38.69
680,30,F,2083,Divorce(e),Consulting,Assistant de Direction,1,1,1,0,3,3,1,3,3,3,Non,20,Non,1,2,3,3,Transformation Digitale,Frequent,0,0,56.08,60.0,100.0,0.0,64.88
682,53,F,8381,Celibataire,Commercial,Cadre Commercial,7,18,14,7,4,3,2,1,4,4,Non,20,Non,0,2,1,1,Transformation Digitale,Occasionnel,8,10,49.43,65.88,77.78,50.0,87.5
683,34,M,2691,Marie(e),Consulting,Assistant de Direction,1,10,10,9,2,3,1,4,4,2,Non,12,Non,1,4,1,5,Infra & Cloud,Occasionnel,8,8,20.68,74.71,100.0,90.0,70.83
684,45,F,4286,Marie(e),Commercial,Cadre Commercial,2,5,1,1,1,3,2,1,4,3,Non,14,Oui,2,4,26,4,Infra & Cloud,Frequent,0,0,45.77,30.0,20.0,100.0,44.35
686,26,F,2659,Marie(e),Consulting,Consultant,1,3,3,2,3,3,1,4,3,3,Oui,13,Non,1,2,6,3,Infra & Cloud,Occasionnel,0,2,40.58,71.18,100.0,66.67,49.7
689,37,M,9434,Marie(e),Consulting,Tech Lead,1,10,10,7,3,3,3,3,3,3,Non,15,Non,1,2,3,3,Autre,Occasionnel,7,8,41.67,64.71,100.0,70.0,77.38
690,29,F,5561,Marie(e),Commercial,Cadre Commercial,1,6,6,0,2,3,2,3,1,2,Non,14,Non,1,5,3,2,Transformation Digitale,Occasionnel,1,2,45.78,31.18,100.0,0.0,69.05
691,35,M,6646,Celibataire,Consulting,Assistant de Direction,1,17,17,11,2,1,2,4,2,3,Non,13,Non,0,3,6,4,Infra & Cloud,Occasionnel,11,8,23.31,54.71,100.0,64.71,74.7
692,33,M,7725,Divorce(e),Consulting,Manager,3,15,13,11,3,3,2,4,3,1,Non,23,Non,1,2,6,3,Infra & Cloud,Frequent,4,7,64.16,74.12,86.67,84.62,45.54
698,54,M,10725,Marie(e),Ressources Humaines,Ressources Humaines,2,16,9,7,3,3,3,2,3,4,Non,15,Non,1,1,19,4,Transformation Digitale,Occasionnel,7,1,43.91,50.59,56.25,77.78,71.43
699,36,M,8847,Divorce(e),Consulting,Tech Lead,2,13,3,2,2,2,2,2,3,3,Oui,11,Non,1,2,9,2,Transformation Digitale,Occasionnel,0,2,46.62,41.18,23.08,66.67,47.02
700,27,M,2045,Celibataire,Consulting,Assistant de Direction,0,5,4,2,1,2,1,4,4,3,Non,13,Non,0,0,3,4,Transformation Digitale,Occasionnel,1,1,37.31,60.59,80.0,50.0,77.38
701,20,M,1009,Celibataire,Consulting,Assistant de Direction,1,1,1,0,4,3,1,3,4,3,Oui,11,Oui,0,5,10,1,Transformation Digitale,Occasionnel,1,1,30.8,80.59,100.0,0.0,46.13
702,33,M,3348,Celibataire,Consulting,Assistant de Direction,1,10,10,8,1,3,1,1,1,3,Oui,11,Oui,0,3,3,3,Infra & Cloud,Frequent,9,7,17.26,4.12,100.0,80.0,39.88
704,35,M,1281,Marie(e),Consulting,Consultant,1,1,1,0,3,2,1,3,3,3,Non,18,Non,2,3,3,3,Infra & Cloud,Aucun,0,0,49.97,60.0,100.0,0.0,89.88
705,23,M,2819,Marie(e),Consulting,Assistant de Direction,2,5,3,2,1,4,1,1,1,4,Non,16,Non,1,3,4,3,Transformation Digitale,Occasionnel,0,2,47.93,1.18,60.0,66.67,84.82
707,25,M,4851,Marie(e),Commercial,Cadre Commercial,0,4,3,2,4,4,2,2,3,3,Non,22,Non,1,4,8,3,Infra & Cloud,Occasionnel,1,2,63.41,61.18,75.0,66.67,72.92
709,38,F,4028,Celibataire,Commercial,Cadre Commercial,0,8,7,7,4,2,2,4,1,3,Non,20,Non,0,2,7,4,Marketing,Occasionnel,0,5,59.46,62.94,87.5,100.0,73.81
710,29,M,2720,Divorce(e),Consulting,Assistant de Direction,1,10,10,7,2,1,1,4,4,3,Non,18,Non,1,5,1,4,Infra & Cloud,Frequent,2,8,48.07,74.71,100.0,70.0,66.67
712,48,M,8120,Marie(e),Commercial,Cadre Commercial,3,12,2,2,2,4,2,2,4,3,Non,12,Non,0,3,2,1,Marketing,Occasionnel,2,2,43.31,51.18,16.67,100.0,78.27
714,27,F,4647,Divorce(e),Commercial,Cadre Commercial,1,6,6,5,4,4,2,4,2,3,Oui,20,Non,2,3,3,1,Transformation Digitale,Frequent,0,4,60.54,72.35,100.0,83.33,39.88
715,37,M,4680,Celibataire,Consulting,Assistant de Direction,3,4,1,0,4,4,1,4,1,3,Non,17,Non,0,2,10,2,Infra & Cloud,Occasionnel,0,0,53.52,60.0,25.0,0.0,71.13
716,50,M,3221,Marie(e),Consulting,Consultant,1,20,20,8,4,4,1,3,3,3,Oui,11,Non,3,3,28,1,Transformation Digitale,Occasionnel,3,8,30.24,74.71,100.0,40.0,30.06
717,34,F,8621,Celibataire,Consulting,Manager,1,9,8,7,4,2,3,2,2,4,Non,14,Non,0,3,9,3,Transformation Digitale,Occasionnel,7,7,37.9,54.12,88.89,87.5,80.36
720,24,F,4577,Celibataire,Commercial,Cadre Commercial,9,4,2,2,1,3,2,3,1,3,Non,14,Oui,0,3,3,2,Infra & Cloud,Occasionnel,2,0,41.87,20.0,50.0,100.0,77.38
721,39,F,4553,Celibataire,Consulting,Manager,1,20,20,7,4,2,2,3,1,3,Non,11,Non,0,4,2,4,Entrepreunariat,Occasionnel,11,10,14.96,55.88,100.0,35.0,78.27
722,32,M,5396,Celibataire,Commercial,Cadre Commercial,1,10,10,7,4,3,2,4,4,2,Non,12,Non,0,2,10,3,Marketing,Occasionnel,0,8,42.98,94.71,100.0,70.0,62.8
723,50,M,6796,Marie(e),Commercial,Cadre Commercial,3,18,4,3,2,3,2,3,1,3,Oui,14,Oui,1,4,8,2,Entrepreunariat,Frequent,1,3,47.93,31.76,22.22,75.0,35.42
724,38,F,7625,Celibataire,Consulting,Manager,0,10,9,7,2,4,2,4,3,2,Non,13,Non,0,4,1,4,Infra & Cloud,Occasionnel,1,8,47.01,64.71,90.0,77.78,70.83
725,27,F,7412,Marie(e),Consulting,Tech Lead,1,9,9,7,3,3,3,1,4,3,Non,11,Non,0,3,1,2,Infra & Cloud,Occasionnel,0,7,44.13,54.12,100.0,77.78,79.17
727,32,F,11159,Celibataire,Consulting,Directeur Technique,3,10,7,7,3,3,3,4,4,3,Non,15,Non,0,6,3,2,Infra & Cloud,Occasionnel,7,7,44.67,84.12,70.0,100.0,77.38
728,47,M,4960,Celibataire,Commercial,Cadre Commercial,2,20,7,7,4,3,2,1,4,3,Non,12,Non,0,2,14,4,Marketing,Occasionnel,1,7,40.02,64.12,35.0,100.0,67.56
729,40,M,10475,Marie(e),Commercial,Cadre Commercial,5,20,18,13,4,2,3,1,3,3,Oui,21,Non,1,2,5,4,Infra & Cloud,Frequent,1,12,70.82,57.06,90.0,72.22,38.1
730,53,M,14814,Marie(e),Consulting,Directeur Technique,3,32,5,1,3,4,4,3,3,3,Non,19,Non,0,3,7,3,Infra & Cloud,Occasionnel,1,3,73.65,61.76,15.62,20.0,73.81
731,41,M,19141,Divorce(e),Ressources Humaines,Senior Manager,3,23,21,6,2,2,5,4,2,2,Non,15,Non,3,2,10,4,Ressources Humaines,Occasionnel,12,6,47.54,53.53,91.3,28.57,62.8
732,60,M,5405,Celibataire,Commercial,Cadre Commercial,8,10,2,2,1,3,2,1,4,3,Non,14,Non,0,1,16,4,Marketing,Occasionnel,2,2,43.31,31.18,20.0,100.0,65.77
733,27,M,8793,Divorce(e),Consulting,Tech Lead,1,9,9,7,4,3,3,1,3,2,Non,21,Non,2,4,10,2,Infra & Cloud,Frequent,1,7,67.9,54.12,100.0,77.78,50.3
734,41,M,19189,Marie(e),Ressources Humaines,Senior Manager,1,22,22,7,4,2,5,3,2,3,Non,12,Non,1,3,1,3,Ressources Humaines,Occasionnel,2,10,62.55,65.88,100.0,31.82,79.17
738,50,M,3875,Marie(e),Commercial,Representant Commercial,7,4,2,2,4,3,1,2,4,3,Non,15,Non,1,2,8,4,Marketing,Occasionnel,2,2,43.01,71.18,50.0,100.0,72.92
741,28,F,2216,Celibataire,Consulting,Assistant de Direction,7,10,7,7,1,1,1,2,4,3,Oui,13,Oui,0,4,1,2,Infra & Cloud,Occasionnel,3,7,33.21,44.12,70.0,100.0,54.17
742,36,F,11713,Marie(e),Consulting,Directeur Technique,9,10,8,7,1,4,3,1,1,3,Non,14,Non,1,2,8,3,Infra & Cloud,Aucun,0,5,58.67,2.94,80.0,87.5,85.42
743,38,F,7861,Celibataire,Consulting,Tech Lead,4,10,1,0,3,3,3,3,4,4,Oui,14,Non,0,4,1,3,Infra & Cloud,Occasionnel,0,0,51.98,70.0,10.0,0.0,62.5
744,44,M,3708,Celibataire,Consulting,Consultant,2,9,5,2,1,1,1,3,3,3,Non,14,Non,0,5,24,3,Transformation Digitale,Aucun,1,4,42.56,42.35,55.56,40.0,71.13
746,47,F,13770,Divorce(e),Commercial,Cadre Commercial,9,28,22,2,4,3,4,3,4,2,Oui,12,Non,2,2,3,3,Transformation Digitale,Frequent,11,13,33.33,87.65,78.57,9.09,31.55
747,30,M,5304,Divorce(e),Commercial,Cadre Commercial,7,10,8,7,3,3,2,4,4,2,Non,23,Non,1,2,27,5,Marketing,Occasionnel,7,7,53.35,84.12,80.0,87.5,47.62
749,29,M,2642,Celibataire,Commercial,Representant Commercial,1,1,1,0,3,3,1,3,3,3,Non,11,Non,0,6,10,3,Infra & Cloud,Occasionnel,0,0,35.84,60.0,100.0,0.0,71.13
752,42,M,2759,Divorce(e),Consulting,Assistant de Direction,6,7,2,2,3,4,1,3,4,3,Oui,12,Oui,0,2,19,3,Transformation Digitale,Frequent,2,2,34.0,71.18,28.57,100.0,25.6
754,43,M,6804,Marie(e),Commercial,Cadre Commercial,3,7,2,2,4,2,2,4,3,3,Non,18,Non,1,5,15,3,Infra & Cloud,Frequent,2,2,55.17,81.18,28.57,100.0,54.17
757,34,F,6142,Celibataire,Consulting,Manager,3,10,5,1,2,3,2,3,4,3,Non,11,Non,0,2,8,2,Transformation Digitale,Occasionnel,4,3,33.12,61.76,50.0,20.0,72.92
758,23,M,2500,Marie(e),Consulting,Consultant,1,5,4,3,2,3,1,1,4,4,Non,14,Non,1,2,9,1,Transformation Digitale,Occasionnel,0,2,42.66,41.18,80.0,75.0,80.36
760,39,F,6389,Marie(e),Ressources Humaines,Ressources Humaines,9,12,8,3,3,4,2,2,3,1,Non,15,Non,1,3,3,3,Ressources Humaines,Occasionnel,3,6,45.18,53.53,66.67,37.5,60.71
762,56,M,11103,Marie(e),Consulting,Manager,7,30,10,7,3,3,4,4,3,2,Non,11,Non,0,1,9,3,Transformation Digitale,Occasionnel,1,1,48.34,70.59,33.33,70.0,63.69
763,40,F,2342,Celibataire,Consulting,Assistant de Direction,0,5,4,2,4,2,1,4,4,2,Oui,20,Non,0,2,2,1,Transformation Digitale,Occasionnel,2,3,52.13,91.76,80.0,50.0,44.94
764,27,F,6811,Celibataire,Consulting,Manager,8,9,7,6,4,2,2,1,1,1,Non,19,Non,0,2,7,3,Transformation Digitale,Occasionnel,0,7,61.94,34.12,77.78,85.71,57.14
766,29,M,2297,Divorce(e),Commercial,Representant Commercial,1,2,2,2,4,3,1,2,4,3,Non,14,Non,2,2,10,3,Marketing,Occasionnel,2,2,37.91,71.18,100.0,100.0,71.13
769,53,M,2450,Celibataire,Consulting,Consultant,2,19,2,2,4,3,2,4,4,3,Non,17,Non,0,4,6,3,Infra & Cloud,Occasionnel,2,2,45.25,91.18,10.53,100.0,74.7
771,35,F,5093,Divorce(e),Consulting,Manager,2,16,1,0,4,3,2,1,1,4,Non,11,Non,1,2,2,4,Infra & Cloud,Aucun,0,0,40.1,30.0,6.25,0.0,99.11
772,32,M,5309,Marie(e),Consulting,Consultant,1,10,10,8,1,3,2,4,4,3,Non,15,Non,2,2,24,4,Infra & Cloud,Frequent,4,7,41.1,64.12,100.0,80.0,46.13
773,38,M,3057,Marie(e),Consulting,Assistant de Direction,6,6,1,0,4,3,1,3,2,1,Oui,13,Non,1,0,2,5,Transformation Digitale,Occasionnel,0,1,41.27,60.59,16.67,0.0,36.61
775,34,F,5121,Divorce(e),Consulting,Tech Lead,3,7,0,0,2,3,2,1,3,3,Non,14,Non,1,3,8,5,Infra & Cloud,Occasionnel,0,0,47.22,30.0,0.0,0.0,72.92
776,52,M,16856,Marie(e),Commercial,Senior Manager,1,34,34,6,3,2,4,1,1,4,Non,11,Non,0,3,3,4,Marketing,Occasionnel,1,16,58.34,29.41,100.0,17.65,85.71
780,33,M,2686,Celibataire,Consulting,Assistant de Direction,1,10,10,9,4,3,1,4,3,2,Oui,13,Oui,0,2,1,4,Autre,Occasionnel,7,8,25.23,84.71,100.0,90.0,45.83
781,25,F,6180,Celibataire,Commercial,Cadre Commercial,1,6,6,5,3,3,2,4,2,2,Non,23,Non,0,5,26,1,Transformation Digitale,Occasionnel,1,4,68.07,62.35,100.0,83.33,48.51
783,45,M,6632,Celibataire,Commercial,Representant Commercial,0,9,8,7,2,1,2,3,1,3,Non,13,Non,0,3,2,2,Entrepreunariat,Occasionnel,3,1,40.89,30.59,88.89,87.5,78.27
784,23,M,3505,Celibataire,Consulting,Assistant de Direction,1,2,2,2,1,4,1,3,4,3,Non,18,Non,0,3,10,1,Transformation Digitale,Occasionnel,0,2,53.84,51.18,100.0,100.0,71.13
785,47,F,6397,Celibataire,Commercial,Cadre Commercial,4,8,5,4,2,4,2,3,4,3,Oui,12,Oui,0,2,27,2,Infra & Cloud,Frequent,1,3,42.52,61.76,62.5,80.0,18.45
786,34,M,6274,Celibataire,Commercial,Cadre Commercial,1,6,6,5,4,3,2,4,3,3,Non,22,Non,0,5,2,3,Autre,Occasionnel,1,4,65.88,82.35,100.0,83.33,78.27
787,55,M,19859,Marie(e),Consulting,Senior Manager,5,24,5,2,4,3,5,1,4,3,Oui,13,Oui,1,2,2,3,Transformation Digitale,Occasionnel,1,4,68.27,62.35,20.83,40.0,53.27
789,36,M,7587,Celibataire,Commercial,Cadre Commercial,1,10,10,7,1,2,3,1,2,3,Non,15,Non,0,1,8,4,Infra & Cloud,Aucun,0,9,53.86,15.29,100.0,70.0,85.42
791,52,M,4258,Marie(e),Consulting,Assistant de Direction,0,5,4,3,4,3,1,4,1,3,Non,18,Non,1,3,19,4,Transformation Digitale,Aucun,1,2,52.95,61.18,80.0,75.0,75.6
792,26,F,4364,Divorce(e),Consulting,Consultant,3,5,2,2,1,1,1,4,1,3,Non,14,Non,1,2,1,2,Infra & Cloud,Frequent,2,0,41.5,30.0,40.0,100.0,66.67
793,29,F,4335,Marie(e),Consulting,Manager,4,11,8,7,2,3,2,3,1,2,Non,12,Non,1,3,27,3,Transformation Digitale,Occasionnel,1,1,38.94,30.59,72.73,87.5,47.62
796,26,M,5326,Celibataire,Commercial,Cadre Commercial,6,6,4,3,4,2,2,1,3,2,Non,17,Oui,0,2,8,3,Entrepreunariat,Occasionnel,1,2,52.44,51.18,66.67,75.0,64.58
797,34,F,3280,Celibataire,Consulting,Assistant de Direction,2,10,4,2,2,4,1,4,3,3,Non,16,Non,0,2,1,4,Infra & Cloud,Occasionnel,1,3,46.53,61.76,40.0,50.0,79.17
799,54,F,5485,Divorce(e),Consulting,Tech Lead,9,9,5,3,4,3,2,1,2,3,Oui,11,Non,2,4,19,4,Transformation Digitale,Occasionnel,1,4,38.58,42.35,55.56,60.0,38.1
800,27,M,4342,Marie(e),Commercial,Cadre Commercial,0,5,4,2,3,3,2,4,2,3,Non,19,Non,1,3,8,1,Marketing,Frequent,1,1,55.45,60.59,80.0,50.0,60.42
802,37,F,2782,Divorce(e),Consulting,Assistant de Direction,0,6,5,3,4,3,1,1,2,2,Oui,13,Non,2,3,10,1,Infra & Cloud,Occasionnel,4,3,32.0,41.76,83.33,60.0,37.8
803,38,F,5980,Celibataire,Consulting,Tech Lead,6,17,15,7,1,4,2,1,4,3,Oui,12,Non,0,2,2,4,Infra & Cloud,Frequent,4,12,35.2,37.06,88.24,46.67,40.77
804,34,F,4381,Celibataire,Consulting,Assistant de Direction,1,6,6,5,3,2,1,1,3,3,Non,11,Non,0,3,2,4,Transformation Digitale,Occasionnel,1,3,36.66,41.76,100.0,83.33,78.27
805,35,F,2572,Marie(e),Commercial,Representant Commercial,1,3,3,2,1,3,1,4,2,2,Non,16,Non,1,1,8,4,Infra & Cloud,Occasionnel,0,2,47.5,41.18,100.0,66.67,64.58
806,30,M,3833,Marie(e),Consulting,Consultant,3,7,2,2,4,1,1,3,3,3,Non,21,Non,2,2,1,3,Infra & Cloud,Occasionnel,0,2,61.48,71.18,28.57,100.0,79.17
807,40,F,4244,Marie(e),Consulting,Manager,1,8,8,7,3,4,2,2,4,3,Non,24,Non,1,2,2,2,Transformation Digitale,Frequent,3,7,62.66,64.12,100.0,87.5,65.77
808,34,F,6500,Marie(e),Commercial,Cadre Commercial,5,6,3,2,3,3,2,1,2,3,Non,17,Non,1,1,8,2,Infra & Cloud,Occasionnel,1,2,54.48,31.18,50.0,66.67,72.92
809,42,M,18430,Divorce(e),Consulting,Senior Manager,1,24,24,7,2,3,5,4,2,2,Non,13,Non,1,4,8,3,Infra & Cloud,Frequent,14,9,37.19,55.29,100.0,29.17,52.08
811,23,M,1601,Marie(e),Consulting,Consultant,1,1,0,0,3,4,1,1,3,3,Oui,21,Oui,2,2,6,3,Infra & Cloud,Occasionnel,0,0,57.6,40.0,0.0,0.0,49.7
812,24,M,2694,Divorce(e),Consulting,Consultant,1,1,1,0,3,2,1,2,3,3,Non,11,Non,3,4,9,3,Infra & Cloud,Aucun,0,0,35.93,50.0,100.0,0.0,84.52
813,52,F,3149,Marie(e),Consulting,Consultant,8,9,5,2,4,3,2,3,2,3,Non,20,Non,1,3,11,4,Infra & Cloud,Occasionnel,1,4,55.73,62.35,55.56,40.0,70.24
815,50,M,17639,Marie(e),Consulting,Directeur Technique,5,30,4,3,3,3,4,3,4,3,Non,16,Non,0,3,2,3,Transformation Digitale,Occasionnel,0,3,73.68,71.76,13.33,75.0,78.27
816,29,F,2319,Marie(e),Consulting,Consultant,1,1,1,0,2,2,1,1,4,3,Oui,11,Oui,1,1,1,2,Infra & Cloud,Occasionnel,0,0,35.28,40.0,100.0,0.0,54.17
817,33,M,11691,Marie(e),Consulting,Directeur Technique,0,14,13,9,3,3,3,3,4,4,Non,11,Non,0,3,7,3,Transformation Digitale,Occasionnel,3,7,44.96,74.12,92.86,69.23,82.14
819,33,F,5324,Celibataire,Commercial,Cadre Commercial,5,6,3,2,1,3,2,1,3,3,Non,15,Oui,0,3,16,3,Marketing,Occasionnel,0,2,49.93,21.18,50.0,66.67,65.77
820,47,F,16752,Marie(e),Consulting,Senior Manager,1,26,26,14,3,3,4,4,3,2,Oui,11,Non,1,3,2,2,Autre,Occasionnel,3,0,53.76,70.0,100.0,53.85,44.94
823,36,F,5228,Marie(e),Consulting,Tech Lead,0,10,9,7,3,3,2,2,1,3,Non,15,Non,1,2,1,3,Autre,Occasionnel,0,5,49.76,32.94,90.0,77.78,79.17
824,29,M,2700,Marie(e),Consulting,Assistant de Direction,1,10,10,7,3,4,1,3,3,3,Non,24,Non,1,3,23,2,Infra & Cloud,Occasionnel,0,7,66.58,64.12,100.0,70.0,59.52
825,58,M,19246,Celibataire,Consulting,Directeur Technique,7,40,31,15,4,3,5,2,4,3,Oui,12,Oui,0,2,2,4,Infra & Cloud,Occasionnel,13,8,38.45,74.71,77.5,48.39,53.27
826,35,F,2506,Celibataire,Consulting,Assistant de Direction,3,7,2,2,4,4,1,3,3,3,Non,13,Non,0,0,1,4,Infra & Cloud,Occasionnel,2,2,35.92,71.18,28.57,100.0,79.17
827,42,F,6062,Marie(e),Consulting,Tech Lead,9,8,4,3,4,2,2,4,4,3,Oui,13,Non,1,4,1,2,Infra & Cloud,Occasionnel,0,2,46.5,91.18,50.0,75.0,54.17
828,28,M,4382,Celibataire,Consulting,Assistant de Direction,6,5,2,2,3,3,1,3,4,2,Non,17,Oui,0,3,2,4,Transformation Digitale,Occasionnel,2,1,48.6,70.59,40.0,100.0,69.94
829,36,M,2143,Marie(e),Ressources Humaines,Ressources Humaines,4,8,5,2,3,3,1,2,2,3,Non,13,Non,1,2,13,3,Ressources Humaines,Occasionnel,0,4,39.68,42.35,62.5,40.0,68.45
830,32,F,6162,Marie(e),Consulting,Tech Lead,1,14,14,13,3,2,2,3,3,3,Non,12,Non,1,3,4,3,Infra & Cloud,Occasionnel,6,8,31.11,64.71,100.0,92.86,76.49
832,40,M,5094,Celibataire,Consulting,Consultant,6,10,1,0,1,2,2,3,4,3,Non,14,Non,0,6,16,4,Transformation Digitale,Frequent,0,0,47.17,50.0,10.0,0.0,53.27
833,30,F,6877,Celibataire,Consulting,Tech Lead,5,12,0,0,3,2,2,4,2,2,Oui,24,Non,0,4,2,3,Transformation Digitale,Occasionnel,0,0,73.84,60.0,0.0,0.0,44.94
834,45,F,2274,Celibataire,Consulting,Assistant de Direction,1,1,1,0,2,2,1,3,4,3,Non,14,Non,0,3,2,3,Infra & Cloud,Occasionnel,0,0,42.27,60.0,100.0,0.0,78.27
836,42,M,4434,Marie(e),Consulting,Tech Lead,1,10,9,8,2,3,2,2,4,2,Non,13,Non,1,3,29,3,Infra & Cloud,Occasionnel,7,8,28.27,54.71,90.0,88.89,45.83
837,38,M,6288,Divorce(e),Consulting,Manager,2,13,4,3,1,2,2,1,3,2,Non,15,Non,1,3,12,3,Infra & Cloud,Frequent,1,2,49.4,21.18,30.77,75.0,48.51
838,34,F,2553,Celibataire,Consulting,Assistant de Direction,1,6,5,2,3,2,1,4,3,3,Non,16,Non,0,3,16,4,Infra & Cloud,Frequent,1,3,45.27,71.76,83.33,40.0,53.27
840,49,F,7654,Marie(e),Commercial,Cadre Commercial,1,9,9,8,3,3,3,4,1,4,Non,18,Oui,2,3,11,3,Marketing,Occasionnel,7,7,45.65,54.12,100.0,88.89,78.57
842,55,M,5160,Celibataire,Commercial,Cadre Commercial,4,12,9,7,3,3,2,4,3,2,Non,16,Oui,0,3,2,1,Transformation Digitale,Occasionnel,7,3,36.6,71.76,75.0,77.78,69.94
843,43,M,17159,Marie(e),Consulting,Directeur Technique,6,22,4,1,2,3,4,1,3,3,Non,24,Non,1,3,14,2,Infra & Cloud,Occasionnel,1,0,89.51,30.0,18.18,25.0,67.56
844,27,M,12808,Divorce(e),Consulting,Directeur Technique,1,9,9,8,3,2,3,4,2,3,Oui,16,Non,1,3,5,1,Entrepreunariat,Occasionnel,0,8,65.29,64.71,100.0,88.89,50.6
845,35,M,10221,Celibataire,Consulting,Tech Lead,3,17,8,5,3,3,3,3,2,4,Non,21,Non,0,3,7,3,Autre,Occasionnel,1,6,70.38,53.53,47.06,62.5,82.14
846,28,F,4779,Marie(e),Commercial,Cadre Commercial,1,8,8,7,2,3,2,2,1,3,Oui,20,Non,0,2,2,4,Marketing,Occasionnel,7,5,45.37,22.94,100.0,87.5,53.27
847,34,M,3737,Marie(e),Ressources Humaines,Ressources Humaines,0,4,3,2,3,3,1,4,3,1,Non,19,Non,1,1,3,2,Ressources Humaines,Occasionnel,0,2,56.6,71.18,75.0,66.67,60.71
848,26,F,2366,Marie(e),Consulting,Assistant de Direction,1,8,8,7,3,2,1,3,1,3,Oui,14,Oui,1,2,5,2,Transformation Digitale,Frequent,1,7,40.23,44.12,100.0,87.5,38.1
850,27,M,1706,Marie(e),Consulting,Assistant de Direction,1,0,0,0,4,3,1,4,3,2,Non,11,Non,3,6,3,3,Transformation Digitale,Aucun,0,0,34.21,80.0,0.0,0.0,81.55
851,51,F,16307,Marie(e),Commercial,Senior Manager,2,29,20,6,1,3,4,3,3,2,Non,14,Non,1,2,26,4,Marketing,Occasionnel,4,17,57.86,50.0,68.97,30.0,48.51
852,44,M,5933,Celibataire,Consulting,Manager,9,10,5,2,4,3,2,2,4,2,Non,12,Non,0,2,4,3,Transformation Digitale,Occasionnel,2,3,39.51,71.76,50.0,40.0,68.15
854,25,M,3424,Celibataire,Consulting,Assistant de Direction,7,6,4,3,1,4,1,1,3,2,Non,13,Non,0,3,2,1,Transformation Digitale,Occasionnel,0,1,41.91,20.59,66.67,75.0,69.94
