a_quitte_l_entreprise,age,annees_dans_l_entreprise,annees_dans_le_poste_actuel,annees_depuis_la_derniere_promotion,annees_experience_totale,annes_sous_responsable_actuel,augmentation_salaire_precedente,departement_Commercial,departement_Consulting,departement_Ressources Humaines,distance_domicile_travail,domaine_etude_Autre,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,frequence_deplacement,genre,heure_supplementaires,id_employee,nb_formations_suivies,niveau_education,niveau_hierarchique_poste,nombre_experiences_precedentes,nombre_participation_pee,note_evaluation_precedente,poste_Assistant de Direction,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Representant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,revenu_mensuel,satisfaction_employee_environnement,satisfaction_employee_equilibre_pro_perso,satisfaction_employee_equipe,satisfaction_employee_nature_travail,satisfaction_globale,score_environnement_travail,score_equilibre_pro_perso,score_mobilite_externe,score_mobilite_interne,score_revenu,statut_marital_Celibataire,statut_marital_Divorce(e),statut_marital_Marie(e)
0,31,6,5,0,10,5,13,1,0,0,2,0,0,1,0,0,0,0.5,1,1,604,2,1,2,4,0,3,0,1,0,0,0,0,0,0,0,6582,2,4,3,4,0.81,62.94,61.61,60.0,83.33,47.4,1,0,0
0,42,10,9,5,10,8,21,0,1,0,24,0,0,0,0,0,1,0.5,1,1,605,5,3,3,1,1,3,0,0,0,0,0,0,0,0,1,7406,4,2,4,1,0.69,64.71,25.3,100.0,90.0,56.69,0,0,1
0,45,8,7,3,9,7,19,1,0,0,2,1,0,0,0,0,0,0.5,1,0,606,3,3,2,0,1,3,0,1,0,0,0,0,0,0,0,4805,4,4,2,2,0.75,54.12,86.61,88.89,87.5,51.85,0,0,1
1,26,7,7,1,8,0,11,0,0,1,17,0,0,1,0,0,0,1.0,0,1,608,2,4,1,0,1,3,0,0,0,0,0,0,1,0,0,2741,2,2,2,3,0.56,40.0,19.05,87.5,100.0,33.81,0,1,0
0,29,3,2,1,8,2,12,0,1,0,19,0,1,0,0,0,0,0.5,1,0,611,2,3,2,4,2,3,0,0,0,0,0,0,0,0,1,4262,4,4,2,4,0.88,71.18,71.43,37.5,66.67,38.81,0,1,0
0,33,6,1,0,10,5,19,0,1,0,1,0,0,0,0,0,1,0.5,0,0,612,2,5,4,4,1,4,0,0,0,1,0,0,0,0,0,16184,1,3,3,3,0.62,42.94,79.17,60.0,16.67,78.23,0,1,0
0,31,5,4,0,10,1,21,1,0,0,7,0,0,1,0,0,0,0.5,1,0,613,3,3,3,9,1,2,0,0,0,0,0,0,0,1,0,11557,3,2,3,4,0.75,70.59,65.48,50.0,80.0,74.9,0,1,0
1,18,0,0,0,0,0,14,1,0,0,5,0,0,0,1,0,0,1.0,1,1,614,3,3,1,1,0,3,0,0,0,0,0,1,0,0,0,1878,2,3,4,2,0.69,50.0,38.1,0.0,0.0,41.58,1,0,0
0,40,1,0,0,20,1,15,1,0,0,28,1,0,0,0,0,0,0.0,1,0,615,2,3,3,3,1,1,0,1,0,0,0,0,0,0,0,10932,3,3,3,1,0.62,40.59,67.56,5.0,0.0,59.67,0,1,0
0,41,8,7,0,10,7,17,0,1,0,2,1,0,0,0,0,0,0.0,0,1,616,3,4,2,2,0,2,0,0,0,0,1,0,0,0,0,6811,1,3,1,3,0.5,24.12,65.77,80.0,87.5,57.23,1,0,0
0,26,0,0,0,8,0,12,1,0,0,29,0,0,0,0,0,1,0.5,1,0,618,5,2,2,5,2,3,0,1,0,0,0,0,0,0,0,4306,1,3,1,3,0.5,20.0,54.17,0.0,0.0,41.09,0,1,0
0,35,5,4,0,5,3,16,1,0,0,1,0,0,0,0,0,1,0.5,0,0,620,3,3,2,1,0,3,0,1,0,0,0,0,0,0,0,4859,1,3,4,3,0.69,51.76,79.17,100.0,80.0,51.48,1,0,0
0,34,10,7,5,10,7,12,1,0,0,21,0,0,1,0,0,0,0.5,1,0,621,3,4,2,1,0,4,0,1,0,0,0,0,0,0,0,5337,4,3,4,4,0.94,94.12,61.31,100.0,70.0,31.88,1,0,0
1,26,1,0,0,1,0,18,0,1,0,24,0,1,0,0,0,0,0.5,1,1,622,3,3,1,1,0,1,0,0,1,0,0,0,0,0,0,2340,3,1,2,4,0.62,60.0,16.96,100.0,0.0,51.81,1,0,0
0,37,6,5,1,12,2,17,0,1,0,1,0,1,0,0,0,0,0.5,0,0,623,3,3,3,4,0,3,0,0,0,0,0,0,0,0,1,7491,2,4,4,4,0.88,71.18,87.5,50.0,83.33,56.21,1,0,0
0,46,2,2,1,28,2,11,0,1,0,18,0,0,0,0,0,1,1.0,0,0,624,3,1,3,5,0,3,0,0,0,0,1,0,0,0,0,10527,1,2,4,3,0.62,51.18,43.15,7.14,100.0,47.34,0,0,1
0,41,18,16,11,22,8,16,1,0,0,2,0,0,1,0,0,0,0.5,0,0,625,2,5,4,7,1,3,0,0,0,0,0,0,0,1,0,16595,2,3,2,1,0.5,24.71,78.27,81.82,88.89,47.67,0,0,1
0,37,9,5,7,9,7,13,1,0,0,9,0,0,0,0,0,1,0.0,1,0,626,6,4,3,1,1,3,0,1,0,0,0,0,0,0,0,8834,1,3,4,2,0.62,44.12,84.52,100.0,55.56,35.91,0,1,0
0,52,10,9,6,18,9,12,0,1,0,6,0,1,0,0,0,0,0.5,1,1,630,3,2,2,3,2,3,1,0,0,0,0,0,0,0,0,5577,4,3,2,1,0.62,45.29,49.7,55.56,90.0,30.1,0,1,0
1,32,4,2,1,6,2,12,1,0,0,11,1,0,0,0,0,0,0.0,1,0,631,2,4,2,8,0,4,0,1,0,0,0,0,0,0,0,4707,4,3,4,3,0.88,81.18,82.74,66.67,50.0,39.58,0,0,1
0,24,2,2,2,3,1,13,1,0,0,24,0,0,0,0,0,1,1.0,1,0,632,3,3,1,0,2,3,0,0,0,0,0,1,0,0,0,2400,4,3,3,4,0.88,80.59,46.13,66.67,100.0,35.73,0,0,1
0,38,1,0,0,18,0,19,0,1,0,10,0,0,0,0,0,1,0.5,0,0,634,4,3,2,3,1,3,0,0,0,0,1,0,0,0,0,9824,3,3,3,3,0.75,60.0,71.13,5.56,0.0,67.18,0,0,1
0,37,6,5,4,8,3,12,0,1,0,1,0,0,1,0,0,0,0.5,0,0,635,2,4,2,6,1,3,0,0,0,0,0,0,0,0,1,6447,2,2,2,2,0.5,31.76,70.83,75.0,83.33,36.01,0,0,1
0,49,31,9,0,31,9,17,0,1,0,18,0,0,1,0,0,0,0.5,1,1,638,5,4,5,1,1,2,0,0,0,1,0,0,0,0,0,19502,4,3,3,3,0.81,75.29,38.99,100.0,29.03,79.28,0,1,0
0,24,6,5,1,6,4,11,0,1,0,23,0,0,0,0,0,1,0.5,1,1,639,3,3,1,1,2,4,1,0,0,0,0,0,0,0,0,2725,2,3,2,4,0.69,52.35,34.52,100.0,83.33,33.78,0,0,1
0,26,5,3,1,6,4,20,1,0,0,28,0,0,0,1,0,0,0.5,1,0,641,5,2,2,1,2,3,0,1,0,0,0,0,0,0,0,6272,1,4,4,2,0.69,42.35,63.39,83.33,60.0,61.16,0,0,1
0,24,1,0,0,1,0,21,0,1,0,17,1,0,0,0,0,0,0.5,1,0,643,2,2,1,1,1,2,0,0,1,0,0,0,0,0,0,2127,4,3,4,2,0.81,70.0,64.88,100.0,0.0,58.51,0,0,1
0,50,32,5,10,32,7,11,0,0,1,3,0,0,0,0,0,1,1.0,1,0,644,2,3,5,1,1,3,0,0,0,0,0,0,0,1,0,18200,1,3,3,2,0.56,34.12,64.88,100.0,15.62,40.87,0,0,1
0,25,7,4,0,7,6,11,1,0,0,13,0,0,0,0,0,1,0.5,1,0,645,1,1,1,1,0,3,0,0,0,0,0,1,0,0,0,2096,2,3,3,3,0.69,53.53,68.45,100.0,57.14,34.89,0,0,1
1,24,6,3,1,6,2,16,0,1,0,7,0,0,1,0,0,0,1.0,0,1,647,4,3,1,1,1,3,0,0,1,0,0,0,0,0,0,2886,1,3,4,3,0.69,51.18,36.31,100.0,50.0,45.85,0,0,1
1,30,1,0,0,1,0,18,1,0,0,12,0,0,1,0,0,0,1.0,1,0,648,2,4,1,1,1,2,0,0,0,0,0,1,0,0,0,2033,2,4,3,1,0.62,30.0,65.18,100.0,0.0,51.28,0,0,1
0,34,6,5,1,6,3,13,0,1,0,1,0,0,1,0,0,0,0.5,1,1,649,3,2,1,1,1,2,1,0,0,0,0,0,0,0,0,3622,2,3,4,4,0.81,71.76,54.17,100.0,83.33,40.06,0,0,1
1,31,3,1,1,9,2,17,1,0,0,13,0,0,0,0,0,1,0.5,1,0,650,2,4,2,2,0,3,0,1,0,0,0,0,0,0,0,4233,2,1,3,1,0.44,31.18,51.79,33.33,33.33,50.55,0,1,0
0,35,3,2,0,9,2,14,0,1,0,25,1,0,0,0,0,0,0.5,1,0,652,3,2,2,4,0,2,0,0,1,0,0,0,0,0,0,3681,1,3,4,4,0.75,61.18,57.74,33.33,66.67,44.71,1,0,0
0,31,7,7,5,13,7,22,1,0,0,6,0,0,0,0,0,1,0.5,1,0,653,4,4,2,4,2,4,0,1,0,0,0,0,0,0,0,5460,1,4,4,4,0.81,64.12,83.04,53.85,100.0,55.66,0,1,0
0,27,5,3,0,6,3,12,0,1,0,6,0,0,0,0,0,1,0.5,0,0,655,5,4,1,0,2,2,1,0,0,0,0,0,0,0,0,2187,1,2,3,3,0.56,41.76,66.37,83.33,60.0,37.4,0,1,0
0,37,3,0,1,17,0,11,1,0,0,2,0,0,0,1,0,0,0.5,1,1,656,3,3,2,4,1,3,0,1,0,0,0,0,0,0,0,9602,4,2,3,3,0.75,70.0,44.94,17.65,0.0,45.73,0,0,1
0,20,1,0,0,1,0,13,0,1,0,1,0,0,1,0,0,0,0.5,0,0,657,0,3,1,1,0,2,1,0,0,0,0,0,0,0,0,2836,4,4,4,2,0.88,70.0,87.5,100.0,0.0,40.89,1,0,0
0,42,10,2,2,10,2,13,0,1,0,2,0,0,1,0,0,0,0.5,0,0,659,4,4,2,1,2,3,0,0,0,0,1,0,0,0,0,4089,3,3,2,4,0.75,61.18,78.27,100.0,20.0,38.67,0,0,1
0,43,1,0,0,21,0,14,0,1,0,6,1,0,0,0,0,0,0.5,1,1,661,3,4,4,4,1,2,0,0,0,1,0,0,0,0,0,16627,2,2,3,4,0.69,60.0,41.37,4.76,0.0,67.21,0,1,0
0,38,0,0,0,8,0,17,0,1,0,1,0,0,1,0,0,0,0.5,0,0,662,3,1,1,3,0,3,1,0,0,0,0,0,0,0,0,2619,3,2,4,1,0.62,50.0,70.83,0.0,0.0,49.94,1,0,0
0,43,8,7,4,10,7,13,0,1,0,9,0,0,0,0,0,1,1.0,1,1,663,3,5,2,3,1,3,0,0,1,0,0,0,0,0,0,5679,4,3,2,3,0.75,64.12,34.52,80.0,87.5,37.03,0,1,0
0,48,3,2,0,21,2,11,0,1,0,1,0,0,1,0,0,0,0.5,0,0,664,3,4,4,7,1,2,0,0,0,0,0,0,0,1,0,15402,4,1,1,1,0.44,31.18,62.5,14.29,66.67,58.01,0,0,1
0,44,2,2,0,10,2,11,0,0,1,1,0,0,1,0,0,0,0.5,0,0,665,1,4,2,4,0,2,0,0,0,0,0,0,1,0,0,5985,1,4,2,3,0.62,31.18,87.5,20.0,100.0,41.65,1,0,0
0,34,8,2,0,8,6,18,1,0,0,14,0,1,0,0,0,0,0.5,0,1,666,3,3,1,1,2,3,0,0,0,0,0,1,0,0,0,2579,3,3,4,3,0.81,73.53,42.56,100.0,25.0,52.23,0,1,0
1,27,4,3,0,5,2,11,1,0,0,2,0,0,0,1,0,0,0.5,1,0,667,3,1,1,0,1,3,0,0,0,0,0,1,0,0,0,3041,3,3,2,1,0.56,31.18,78.27,80.0,75.0,36.53,0,1,0
0,21,3,2,1,3,2,11,1,0,0,22,0,1,0,0,0,0,0.5,1,0,669,2,1,1,1,0,3,0,0,0,0,0,1,0,0,0,3447,3,3,3,3,0.75,61.18,60.42,100.0,66.67,35.04,1,0,0
0,44,2,2,0,26,1,12,0,1,0,3,1,0,0,0,0,0,0.5,1,1,671,2,4,5,4,1,3,0,0,0,0,0,0,0,1,0,19513,4,4,1,4,0.81,60.59,60.71,7.69,100.0,67.51,0,0,1
0,22,2,2,2,3,2,20,0,1,0,6,0,0,0,0,0,1,0.5,1,0,675,3,1,1,0,0,3,1,0,0,0,0,0,0,0,0,2773,1,3,4,3,0.69,51.18,74.7,66.67,100.0,52.88,0,0,1
0,33,5,0,1,6,2,12,1,0,0,8,0,0,0,1,0,0,0.5,1,0,677,3,4,2,0,0,3,0,1,0,0,0,0,0,0,0,7104,3,3,4,3,0.81,71.18,72.92,83.33,0.0,43.75,0,1,0
0,32,6,4,0,6,5,12,0,1,0,9,0,0,1,0,0,0,0.5,0,1,679,2,4,2,1,1,3,1,0,0,0,0,0,0,0,0,6322,1,2,4,4,0.69,62.94,38.69,100.0,66.67,44.59,0,0,1
0,30,1,0,0,1,0,20,0,1,0,3,0,0,0,0,0,1,1.0,0,0,680,2,3,1,1,1,3,1,0,0,0,0,0,0,0,0,2083,3,3,3,3,0.75,60.0,64.88,100.0,0.0,56.08,0,1,0
0,53,14,7,8,18,10,20,1,0,0,1,0,0,0,0,0,1,0.5,0,0,682,2,1,2,7,0,3,0,1,0,0,0,0,0,0,0,8381,4,4,4,1,0.81,65.88,87.5,77.78,50.0,49.43,1,0,0
0,34,10,9,8,10,8,12,0,1,0,1,0,0,1,0,0,0,0.5,1,0,683,4,5,1,1,1,3,1,0,0,0,0,0,0,0,0,2691,2,2,4,4,0.75,74.71,70.83,100.0,90.0,20.68,0,0,1
1,45,1,1,0,5,0,14,1,0,0,26,0,0,1,0,0,0,1.0,0,0,684,4,4,2,2,2,3,0,1,0,0,0,0,0,0,0,4286,1,3,4,1,0.56,30.0,44.35,20.0,100.0,45.77,0,0,1
0,26,3,2,0,3,2,13,0,1,0,6,0,0,1,0,0,0,0.5,0,1,686,2,3,1,1,1,3,0,0,1,0,0,0,0,0,0,2659,3,3,3,4,0.81,71.18,49.7,100.0,66.67,40.58,0,0,1
0,37,10,7,7,10,8,15,0,1,0,3,1,0,0,0,0,0,0.5,1,0,689,2,3,3,1,1,3,0,0,0,0,0,0,0,0,1,9434,3,3,3,3,0.75,64.71,77.38,100.0,70.0,41.67,0,0,1
0,29,6,0,1,6,2,14,1,0,0,3,0,0,0,0,0,1,0.5,0,0,690,5,2,2,1,1,3,0,1,0,0,0,0,0,0,0,5561,2,2,1,3,0.5,31.18,69.05,100.0,0.0,45.78,0,0,1
0,35,17,11,11,17,8,13,0,1,0,6,0,0,1,0,0,0,0.5,1,0,691,3,4,2,1,0,1,1,0,0,0,0,0,0,0,0,6646,2,3,2,4,0.69,54.71,74.7,100.0,64.71,23.31,1,0,0
0,33,13,11,4,15,7,23,0,1,0,6,0,0,1,0,0,0,1.0,1,0,692,2,3,2,3,1,3,0,0,0,0,1,0,0,0,0,7725,3,1,3,4,0.69,74.12,45.54,86.67,84.62,64.16,0,1,0
0,54,9,7,7,16,1,15,0,0,1,19,0,0,0,0,0,1,0.5,1,0,698,1,4,3,2,1,3,0,0,0,0,0,0,1,0,0,10725,3,4,3,2,0.75,50.59,71.43,56.25,77.78,43.91,0,0,1
0,36,3,2,0,13,2,11,0,1,0,9,0,0,0,0,0,1,0.5,1,1,699,2,2,2,2,1,2,0,0,0,0,0,0,0,0,1,8847,2,3,3,2,0.62,41.18,47.02,23.08,66.67,46.62,0,1,0
0,27,4,2,1,5,1,13,0,1,0,3,0,0,0,0,0,1,0.5,1,0,700,0,4,1,0,0,2,1,0,0,0,0,0,0,0,0,2045,1,3,4,4,0.75,60.59,77.38,80.0,50.0,37.31,1,0,0
1,20,1,0,1,1,1,11,0,1,0,10,0,0,0,0,0,1,0.5,1,1,701,5,1,1,1,0,3,1,0,0,0,0,0,0,0,0,1009,4,3,4,3,0.88,80.59,46.13,100.0,0.0,30.8,1,0,0
1,33,10,8,9,10,7,11,0,1,0,3,0,0,1,0,0,0,1.0,1,1,702,3,3,1,1,0,3,1,0,0,0,0,0,0,0,0,3348,1,3,1,1,0.38,4.12,39.88,100.0,80.0,17.26,1,0,0
0,35,1,0,0,1,0,18,0,1,0,3,0,0,1,0,0,0,0.0,1,0,704,3,3,1,1,2,2,0,0,1,0,0,0,0,0,0,1281,3,3,3,3,0.75,60.0,89.88,100.0,0.0,49.97,0,0,1
0,23,3,2,0,5,2,16,0,1,0,4,0,0,0,0,0,1,0.5,1,0,705,3,3,1,2,1,4,1,0,0,0,0,0,0,0,0,2819,1,4,1,1,0.44,1.18,84.82,60.0,66.67,47.93,0,0,1
0,25,3,2,1,4,2,22,1,0,0,8,0,0,1,0,0,0,0.5,1,0,707,4,3,2,0,1,4,0,1,0,0,0,0,0,0,0,4851,4,3,3,2,0.75,61.18,72.92,75.0,66.67,63.41,0,0,1
0,38,7,7,0,8,5,20,1,0,0,7,0,0,0,1,0,0,0.5,0,0,709,2,4,2,0,0,2,0,1,0,0,0,0,0,0,0,4028,4,3,1,4,0.75,62.94,73.81,87.5,100.0,59.46,1,0,0
0,29,10,7,2,10,8,18,0,1,0,1,0,0,1,0,0,0,1.0,1,0,710,5,4,1,1,1,1,1,0,0,0,0,0,0,0,0,2720,2,3,4,4,0.81,74.71,66.67,100.0,70.0,48.07,0,1,0
0,48,2,2,2,12,2,12,1,0,0,2,0,0,0,1,0,0,0.5,1,0,712,3,1,2,3,0,4,0,1,0,0,0,0,0,0,0,8120,2,3,4,2,0.69,51.18,78.27,16.67,100.0,43.31,0,0,1
0,27,6,5,0,6,4,20,1,0,0,3,0,0,0,0,0,1,1.0,0,1,714,3,1,2,1,2,4,0,1,0,0,0,0,0,0,0,4647,4,3,2,4,0.81,72.35,39.88,100.0,83.33,60.54,0,1,0
0,37,1,0,0,4,0,17,0,1,0,10,0,0,1,0,0,0,0.5,1,0,715,2,2,1,3,0,4,1,0,0,0,0,0,0,0,0,4680,4,3,1,4,0.75,60.0,71.13,25.0,0.0,53.52,1,0,0
0,50,20,8,3,20,8,11,0,1,0,28,0,0,0,0,0,1,0.5,1,1,716,3,1,1,1,3,4,0,0,1,0,0,0,0,0,0,3221,4,3,3,3,0.81,74.71,30.06,100.0,40.0,30.24,0,0,1
0,34,8,7,7,9,7,14,0,1,0,9,0,0,0,0,0,1,0.5,0,0,717,3,3,3,1,0,2,0,0,0,0,1,0,0,0,0,8621,4,4,2,2,0.75,54.12,80.36,88.89,87.5,37.9,1,0,0
1,24,2,2,2,4,0,14,1,0,0,3,0,0,1,0,0,0,0.5,0,0,720,3,2,2,9,0,3,0,1,0,0,0,0,0,0,0,4577,1,3,1,3,0.5,20.0,77.38,50.0,100.0,41.87,1,0,0
0,39,20,7,11,20,10,11,0,1,0,2,0,1,0,0,0,0,0.5,0,0,721,4,4,2,1,0,2,0,0,0,0,1,0,0,0,0,4553,4,3,1,3,0.69,55.88,78.27,100.0,35.0,14.96,1,0,0
0,32,10,7,0,10,8,12,1,0,0,10,0,0,0,1,0,0,0.5,1,0,722,2,3,2,1,0,3,0,1,0,0,0,0,0,0,0,5396,4,2,4,4,0.88,94.71,62.8,100.0,70.0,42.98,1,0,0
1,50,4,3,1,18,3,14,1,0,0,8,0,1,0,0,0,0,1.0,1,1,723,4,2,2,3,1,3,0,1,0,0,0,0,0,0,0,6796,2,3,1,3,0.56,31.76,35.42,22.22,75.0,47.93,0,0,1
0,38,9,7,1,10,8,13,0,1,0,1,0,0,1,0,0,0,0.5,0,0,724,4,4,2,0,0,4,0,0,0,0,1,0,0,0,0,7625,2,2,3,4,0.69,64.71,70.83,90.0,77.78,47.01,1,0,0
0,27,9,7,0,9,7,11,0,1,0,1,0,0,1,0,0,0,0.5,0,0,725,3,2,3,1,0,3,0,0,0,0,0,0,0,0,1,7412,3,3,4,1,0.69,54.12,79.17,100.0,77.78,44.13,0,0,1
0,32,7,7,7,10,7,15,0,1,0,3,0,0,1,0,0,0,0.5,0,0,727,6,2,3,3,0,3,0,0,0,1,0,0,0,0,0,11159,3,3,4,4,0.88,84.12,77.38,70.0,100.0,44.67,1,0,0
0,47,7,7,1,20,7,12,1,0,0,14,0,0,0,1,0,0,0.5,1,0,728,2,4,2,2,0,3,0,1,0,0,0,0,0,0,0,4960,4,3,4,1,0.75,64.12,67.56,35.0,100.0,40.02,1,0,0
0,40,18,13,1,20,12,21,1,0,0,5,0,0,1,0,0,0,1.0,1,1,729,2,4,3,5,1,2,0,1,0,0,0,0,0,0,0,10475,4,3,3,1,0.69,57.06,38.1,90.0,72.22,70.82,0,0,1
0,53,5,1,1,32,3,19,0,1,0,7,0,0,1,0,0,0,0.5,1,0,730,3,3,4,3,0,4,0,0,0,1,0,0,0,0,0,14814,3,3,3,3,0.75,61.76,73.81,15.62,20.0,73.65,0,0,1
0,41,21,6,12,23,6,15,0,0,1,10,0,0,0,0,1,0,0.5,1,0,731,2,4,5,3,3,2,0,0,0,0,0,0,0,1,0,19141,2,2,2,4,0.62,53.53,62.8,91.3,28.57,47.54,0,1,0
0,60,2,2,2,10,2,14,1,0,0,16,0,0,0,1,0,0,0.5,1,0,732,1,4,2,8,0,3,0,1,0,0,0,0,0,0,0,5405,1,3,4,1,0.56,31.18,65.77,20.0,100.0,43.31,1,0,0
0,27,9,7,1,9,7,21,0,1,0,10,0,0,1,0,0,0,1.0,1,0,733,4,2,3,1,2,3,0,0,0,0,0,0,0,0,1,8793,4,2,3,1,0.62,54.12,50.3,100.0,77.78,67.9,0,1,0
0,41,22,7,2,22,10,12,0,0,1,1,0,0,0,0,1,0,0.5,1,0,734,3,3,5,1,1,2,0,0,0,0,0,0,0,1,0,19189,4,3,2,3,0.75,65.88,79.17,100.0,31.82,62.55,0,0,1
0,50,2,2,2,4,2,15,1,0,0,8,0,0,0,1,0,0,0.5,1,0,738,2,4,1,7,1,3,0,0,0,0,0,1,0,0,0,3875,4,3,4,2,0.81,71.18,72.92,50.0,100.0,43.01,0,0,1
1,28,7,7,3,10,7,13,0,1,0,1,0,0,1,0,0,0,0.5,0,1,741,4,2,1,7,0,1,1,0,0,0,0,0,0,0,0,2216,1,3,4,2,0.62,44.12,54.17,70.0,100.0,33.21,1,0,0
0,36,8,7,0,10,5,14,0,1,0,8,0,0,1,0,0,0,0.0,0,0,742,2,3,3,9,1,4,0,0,0,1,0,0,0,0,0,11713,1,3,1,1,0.38,2.94,85.42,80.0,87.5,58.67,0,0,1
0,38,1,0,0,10,0,14,0,1,0,1,0,0,1,0,0,0,0.5,0,1,743,4,3,3,4,0,3,0,0,0,0,0,0,0,0,1,7861,3,4,4,3,0.88,70.0,62.5,10.0,0.0,51.98,1,0,0
0,44,5,2,1,9,4,14,0,1,0,24,0,0,0,0,0,1,0.0,1,0,744,5,3,1,2,0,1,0,0,1,0,0,0,0,0,0,3708,1,3,3,3,0.62,42.35,71.13,55.56,40.0,42.56,1,0,0
0,47,22,2,11,28,13,12,1,0,0,3,0,0,0,0,0,1,1.0,0,1,746,2,3,4,9,2,3,0,1,0,0,0,0,0,0,0,13770,4,2,4,3,0.81,87.65,31.55,78.57,9.09,33.33,0,1,0
0,30,8,7,7,10,7,23,1,0,0,27,0,0,0,1,0,0,0.5,1,0,747,2,5,2,7,1,3,0,1,0,0,0,0,0,0,0,5304,3,2,4,4,0.81,84.12,47.62,80.0,87.5,53.35,0,1,0
0,29,1,0,0,1,0,11,1,0,0,10,0,0,1,0,0,0,0.5,1,0,749,6,3,1,1,0,3,0,0,0,0,0,1,0,0,0,2642,3,3,3,3,0.75,60.0,71.13,100.0,0.0,35.84,1,0,0
1,42,2,2,2,7,2,12,0,1,0,19,0,0,0,0,0,1,1.0,1,1,752,2,3,1,6,0,4,1,0,0,0,0,0,0,0,0,2759,3,3,4,3,0.81,71.18,25.6,28.57,100.0,34.0,0,1,0
0,43,2,2,2,7,2,18,1,0,0,15,0,0,1,0,0,0,1.0,1,0,754,5,3,2,3,1,2,0,1,0,0,0,0,0,0,0,6804,4,3,3,4,0.88,81.18,54.17,28.57,100.0,55.17,0,0,1
0,34,5,1,4,10,3,11,0,1,0,8,0,0,0,0,0,1,0.5,0,0,757,2,2,2,3,0,3,0,0,0,0,1,0,0,0,0,6142,2,3,4,3,0.75,61.76,72.92,50.0,20.0,33.12,1,0,0
0,23,4,3,0,5,2,14,0,1,0,9,0,0,0,0,0,1,0.5,1,0,758,2,1,1,1,1,3,0,0,1,0,0,0,0,0,0,2500,2,4,4,1,0.69,41.18,80.36,80.0,75.0,42.66,0,0,1
0,39,8,3,3,12,6,15,0,0,1,3,0,0,0,0,1,0,0.5,0,0,760,3,3,2,9,1,4,0,0,0,0,0,0,1,0,0,6389,3,1,3,2,0.56,53.53,60.71,66.67,37.5,45.18,0,0,1
0,56,10,7,1,30,1,11,0,1,0,9,0,0,0,0,0,1,0.5,1,0,762,1,3,4,7,0,3,0,0,0,0,1,0,0,0,0,11103,3,2,3,4,0.75,70.59,63.69,33.33,70.0,48.34,0,0,1
0,40,4,2,2,5,3,20,0,1,0,2,0,0,0,0,0,1,0.5,0,1,763,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,2342,4,2,4,4,0.88,91.76,44.94,80.0,50.0,52.13,1,0,0
0,27,7,6,0,9,7,19,0,1,0,7,0,0,0,0,0,1,0.5,0,0,764,2,3,2,8,0,2,0,0,0,0,1,0,0,0,0,6811,4,1,1,1,0.44,34.12,57.14,77.78,85.71,61.94,1,0,0
0,29,2,2,2,2,2,14,1,0,0,10,0,0,0,1,0,0,0.5,1,0,766,2,3,1,1,2,3,0,0,0,0,0,1,0,0,0,2297,4,3,4,2,0.81,71.18,71.13,100.0,100.0,37.91,0,1,0
0,53,2,2,2,19,2,17,0,1,0,6,0,0,1,0,0,0,0.5,1,0,769,4,3,2,2,0,3,0,0,1,0,0,0,0,0,0,2450,4,3,4,4,0.94,91.18,74.7,10.53,100.0,45.25,1,0,0
0,35,1,0,0,16,0,11,0,1,0,2,0,0,1,0,0,0,0.0,0,0,771,2,4,2,2,1,3,0,0,0,0,1,0,0,0,0,5093,4,4,1,1,0.62,30.0,99.11,6.25,0.0,40.1,0,1,0
0,32,10,8,4,10,7,15,0,1,0,24,0,0,1,0,0,0,1.0,1,0,772,2,4,2,1,2,3,0,0,1,0,0,0,0,0,0,5309,1,3,4,4,0.75,64.12,46.13,100.0,80.0,41.1,0,0,1
0,38,1,0,0,6,1,13,0,1,0,2,0,0,0,0,0,1,0.5,1,1,773,0,5,1,6,1,3,1,0,0,0,0,0,0,0,0,3057,4,1,2,3,0.62,60.59,36.61,16.67,0.0,41.27,0,0,1
0,34,0,0,0,7,0,14,0,1,0,8,0,0,1,0,0,0,0.5,0,0,775,3,5,2,3,1,3,0,0,0,0,0,0,0,0,1,5121,2,3,3,1,0.56,30.0,72.92,0.0,0.0,47.22,0,1,0
0,52,34,6,1,34,16,11,1,0,0,3,0,0,0,1,0,0,0.5,1,0,776,3,4,4,1,0,2,0,0,0,0,0,0,0,1,0,16856,3,4,1,1,0.56,29.41,85.71,100.0,17.65,58.34,0,0,1
1,33,10,9,7,10,8,13,0,1,0,1,1,0,0,0,0,0,0.5,1,1,780,2,4,1,1,0,3,1,0,0,0,0,0,0,0,0,2686,4,2,3,4,0.81,84.71,45.83,100.0,90.0,25.23,1,0,0
0,25,6,5,1,6,4,23,1,0,0,26,0,0,0,0,0,1,0.5,0,0,781,5,1,2,1,0,3,0,1,0,0,0,0,0,0,0,6180,3,2,2,4,0.69,62.35,48.51,100.0,83.33,68.07,1,0,0
